Subject,Catalog #,Type,Title,Facility,Days,Start,End,Building,Room
MCELLBI,C112,DIS,Gen Microbiology,Evans 5,R,800,859,evans,5
MCELLBI,C112,DIS,Gen Microbiology,Stanley 179,R,900,959,stanley,179
MCELLBI,C112,DIS,Gen Microbiology,Cory 285,R,1400,1459,cory,285
MCELLBI,C112,DIS,Gen Microbiology,Latimer 121,F,1300,1359,latimer,121
MCELLBI,C112L,LAB,Microbiology Lab,Genetics & Plant Bio 208,W,1300,1659,genetics&plantbio,208
MCELLBI,C112L,LAB,Microbiology Lab,Genetics & Plant Bio 208,R,1300,1659,genetics&plantbio,208
MCELLBI,C112L,DIS,Microbiology Lab,Haas Pavilion 141,M,1500,1559,haaspavilion,141
MCELLBI,C116,LEC,Microbial Diversity,Genetics & Plant Bio 103,TR,930,1059,genetics&plantbio,103
MCELLBI,C116,DIS,Microbial Diversity,Genetics & Plant Bio 103,T,1100,1159,genetics&plantbio,103
MCELLBI,118,LEC,Cancer Karyotype,Valley Life Sciences 2032,T,1400,1459,valleylifesciences,2032
MCELLBI,132,LEC,Bio Of Human Cancer,Stanley 106,TR,1400,1529,stanley,106
MCELLBI,132,LEC,Bio Of Human Cancer,Stanley 106,TR,1400,1529,stanley,106
MCELLBI,132,LEC,Bio Of Human Cancer,Stanley 106,TR,1400,1529,stanley,106
MCELLBI,132,DIS,Bio Of Human Cancer,Evans 9,T,1300,1359,evans,9
MCELLBI,132,DIS,Bio Of Human Cancer,Valley Life Sciences 2066,T,1600,1659,valleylifesciences,2066
MCELLBI,132,DIS,Bio Of Human Cancer,Valley Life Sciences 3083,W,1300,1359,valleylifesciences,3083
MCELLBI,132,DIS,Bio Of Human Cancer,Valley Life Sciences 3083,W,1400,1459,valleylifesciences,3083
MCELLBI,133L,LEC,Cell Bio & Phy Lab,Moffitt Library 103,M,1300,1359,moffittlibrary,103
MCELLBI,133L,LEC,Cell Bio & Phy Lab,Moffitt Library 103,M,1300,1359,moffittlibrary,103
MCELLBI,133L,LEC,Cell Bio & Phy Lab,Moffitt Library 103,M,1300,1359,moffittlibrary,103
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,MW,1400,1729,valleylifesciences,4047
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,MW,1400,1729,valleylifesciences,4047
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,MW,1400,1729,valleylifesciences,4047
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,TR,1400,1729,valleylifesciences,4047
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,TR,1400,1729,valleylifesciences,4047
MCELLBI,133L,LAB,Cell Bio & Phy Lab,Valley Life Sciences 4047,TR,1400,1729,valleylifesciences,4047
MCELLBI,135A,LEC,Molec Endocrin,Morgan 101,MWF,900,959,morgan,101
MCELLBI,135A,DIS,Molec Endocrin,Etcheverry 3111,M,1100,1159,etcheverry,3111
MCELLBI,135A,DIS,Molec Endocrin,Hearst Field Annex B5,W,1000,1059,hearstfieldannex,B5
MCELLBI,135A,DIS,Molec Endocrin,Etcheverry 3111,M,1200,1259,etcheverry,3111
MCELLBI,135A,DIS,Molec Endocrin,Dwinelle 215,W,1100,1159,dwinelle,215
MCELLBI,136,LEC,Physiology,Genetics & Plant Bio 100,MWF,1100,1159,genetics&plantbio,100
MCELLBI,136,LEC,Physiology,Genetics & Plant Bio 100,MWF,1100,1159,genetics&plantbio,100
MCELLBI,136,DIS,Physiology,Dwinelle 229,M,1200,1259,dwinelle,229
MCELLBI,136,DIS,Physiology,Stanley 177,M,1300,1359,stanley,177
MCELLBI,136,DIS,Physiology,Valley Life Sciences 3083,W,1000,1059,valleylifesciences,3083
MCELLBI,136,DIS,Physiology,Cory 289,W,1300,1359,cory,289
MCELLBI,136,DIS,Physiology,Dwinelle 223,F,900,959,dwinelle,223
MCELLBI,136,DIS,Physiology,Li Ka Shing 125,F,1200,1259,likashing,125
MCELLBI,140,LEC,General Genetics,Li Ka Shing 125,MWF,1100,1159,likashing,125
MCELLBI,140,LEC,General Genetics,Li Ka Shing 125,MWF,1100,1159,likashing,125
MCELLBI,140,LEC,General Genetics,Li Ka Shing 125,MWF,1100,1159,likashing,125
MCELLBI,140,DIS,General Genetics,Valley Life Sciences 3083,M,1200,1259,valleylifesciences,3083
MCELLBI,140,DIS,General Genetics,Valley Life Sciences 3083,W,900,959,valleylifesciences,3083
MCELLBI,140,DIS,General Genetics,Valley Life Sciences 3083,T,1300,1359,valleylifesciences,3083
MCELLBI,140,DIS,General Genetics,Hildebrand B56,F,1200,1259,hildebrand,B56
MCELLBI,143,LEC,Molecular Evolution,Etcheverry 3105,TR,1100,1229,etcheverry,3105
MCELLBI,143,DIS,Molecular Evolution,Evans 9,F,1000,1059,evans,9
MCELLBI,150,LEC,Molecular Immunol,Moffitt Library 101,TR,1230,1359,moffittlibrary,101
MCELLBI,150,LEC,Molecular Immunol,Moffitt Library 101,TR,1230,1359,moffittlibrary,101
MCELLBI,150,DIS,Molecular Immunol,Valley Life Sciences 3083,R,1100,1159,valleylifesciences,3083
MCELLBI,150,DIS,Molecular Immunol,Evans 9,F,900,959,evans,9
MCELLBI,150L,LAB,Immunology Lab,Valley Life Sciences 4054,MW,1330,1730,valleylifesciences,4054
MCELLBI,150L,LAB,Immunology Lab,Valley Life Sciences 4054,MW,1330,1730,valleylifesciences,4054
MCELLBI,150L,LEC,Immunology Lab,Valley Life Sciences 4054,MW,1300,1329,valleylifesciences,4054
MCELLBI,150L,LEC,Immunology Lab,Valley Life Sciences 4054,MW,1300,1329,valleylifesciences,4054
MCELLBI,160,LEC,Cell &  Molec Neuro,Genetics & Plant Bio 100,MWF,1000,1059,genetics&plantbio,100
MCELLBI,160,LEC,Cell &  Molec Neuro,Genetics & Plant Bio 100,MWF,1000,1059,genetics&plantbio,100
MCELLBI,160,LEC,Cell &  Molec Neuro,Genetics & Plant Bio 100,MWF,1000,1059,genetics&plantbio,100
MCELLBI,160,DIS,Cell &  Molec Neuro,Morgan 138,M,1200,1259,morgan,138
MCELLBI,160,DIS,Cell &  Molec Neuro,Morgan 138,M,1300,1359,morgan,138
MCELLBI,160,DIS,Cell &  Molec Neuro,Stanley 177,R,1400,1459,stanley,177
MCELLBI,160,DIS,Cell &  Molec Neuro,Stanley 177,F,1200,1259,stanley,177
MCELLBI,163L,LEC,Mammal Neuro Lab,Mulford 159,M,1400,1459,mulford,159
MCELLBI,163L,LEC,Mammal Neuro Lab,Mulford 159,M,1400,1459,mulford,159
MCELLBI,163L,LEC,Mammal Neuro Lab,Mulford 159,M,1400,1459,mulford,159
MCELLBI,163L,LAB,Mammal Neuro Lab,Valley Life Sciences 4048,TR,900,1159,valleylifesciences,4048
MCELLBI,163L,LAB,Mammal Neuro Lab,Valley Life Sciences 4048,TR,1400,1659,valleylifesciences,4048
MCELLBI,163L,LAB,Mammal Neuro Lab,Valley Life Sciences 4048,WF,900,1159,valleylifesciences,4048
MCELLBI,163L,LAB,Mammal Neuro Lab,Valley Life Sciences 4048,WF,1400,1659,valleylifesciences,4048
MCELLBI,166,LEC,Biophysical Neurobi,Li Ka Shing 125,TR,1100,1229,likashing,125
MCELLBI,166,LEC,Biophysical Neurobi,Li Ka Shing 125,TR,1100,1229,likashing,125
MCELLBI,166,DIS,Biophysical Neurobi,Stanley 179,M,1500,1559,stanley,179
MCELLBI,166,DIS,Biophysical Neurobi,Dwinelle 205,W,1600,1659,dwinelle,205
MCELLBI,166,DIS,Biophysical Neurobi,Dwinelle 205,W,1600,1659,dwinelle,205
MECENG,40,LEC,Thermodynamics,LeConte 4,MWF,1200,1259,leconte,4
MECENG,40,DIS,Thermodynamics,Etcheverry 3111,R,1700,1759,etcheverry,3111
MECENG,40,DIS,Thermodynamics,Dwinelle 88,T,1600,1659,dwinelle,88
MECENG,C85,LEC,Intro Solid Mechncs,North Gate 105,MWF,1400,1459,northgate,105
MECENG,C85,LEC,Intro Solid Mechncs,Hearst Mining 390,MWF,1300,1359,hearstmining,390
MECENG,C85,DIS,Intro Solid Mechncs,Etcheverry 3111,T,900,959,etcheverry,3111
MECENG,C85,DIS,Intro Solid Mechncs,Etcheverry 3109,R,1700,1759,etcheverry,3109
MECENG,102A,LEC,Intr Mec Sys Mchtrn,Hearst Mining 390,MW,1100,1159,hearstmining,390
MECENG,102A,LAB,Intr Mec Sys Mchtrn,Hesse 122,M,1400,1659,hesse,122
MECENG,102A,LAB,Intr Mec Sys Mchtrn,Hesse 122,T,1400,1659,hesse,122
MECENG,102A,LAB,Intr Mec Sys Mchtrn,Hesse 122,W,1400,1659,hesse,122
MECENG,102A,LAB,Intr Mec Sys Mchtrn,Hesse 122,R,1400,1659,hesse,122
MECENG,102B,LEC,Mechatronics Design,Evans 60,MW,1000,1059,evans,60
MECENG,102B,LAB,Mechatronics Design,Etcheverry 1171,M,1100,1359,etcheverry,1171
MECENG,102B,LAB,Mechatronics Design,Etcheverry 1171,M,1400,1659,etcheverry,1171
MECENG,102B,LAB,Mechatronics Design,Etcheverry 1171,T,1400,1659,etcheverry,1171
MECENG,104,LEC,Engr Mechanics Ii,North Gate 105,MWF,1300,1359,northgate,105
MECENG,104,DIS,Engr Mechanics Ii,Barrows 20,T,1000,1059,barrows,20
MECENG,104,DIS,Engr Mechanics Ii,Barrows 56,R,1600,1659,barrows,56
MECENG,106,LEC,Fluid Mechanics,LeConte 4,MWF,900,959,leconte,4
MECENG,106,DIS,Fluid Mechanics,Dwinelle 219,T,1600,1659,dwinelle,219
MECENG,106,DIS,Fluid Mechanics,Cory 241,W,1700,1759,cory,241
MECENG,106,DIS,Fluid Mechanics,Etcheverry 3113,R,1200,1259,etcheverry,3113
MECENG,107,LEC,Mec Eng Laboratory,LeConte 2,F,1400,1559,leconte,2
MECENG,107,LAB,Mec Eng Laboratory,Hesse 30,T,1300,1459,hesse,30
MECENG,107,LAB,Mec Eng Laboratory,Hesse 30,W,1300,1459,hesse,30
MECENG,107,LAB,Mec Eng Laboratory,Hesse 30,R,1300,1459,hesse,30
MECENG,107,LAB,Mec Eng Laboratory,Hesse 30,R,1500,1659,hesse,30
MECENG,108,LEC,Mech Beh Eng Matris,Cory 277,MWF,1400,1459,cory,277
MECENG,108,LAB,Mech Beh Eng Matris,Hesse 70,M,800,959,hesse,70
MECENG,108,LAB,Mech Beh Eng Matris,Hesse 70,M,1000,1159,hesse,70
MECENG,108,LAB,Mech Beh Eng Matris,Hesse 70,W,800,959,hesse,70
MECENG,108,LAB,Mech Beh Eng Matris,Hesse 70,R,800,959,hesse,70
MECENG,108,LAB,Mech Beh Eng Matris,Hesse 70,R,1000,1159,hesse,70
MECENG,109,LEC,Heat Transfer,North Gate 105,MWF,1000,1059,northgate,105
MECENG,109,DIS,Heat Transfer,Barrows 20,R,1000,1059,barrows,20
MECENG,109,DIS,Heat Transfer,Barrows 20,R,1600,1659,barrows,20
MECENG,130,LEC,Design Planar Mach,Evans 60,TR,930,1059,evans,60
MECENG,130,LAB,Design Planar Mach,Etcheverry 2107,M,900,959,etcheverry,2107
MECENG,130,LAB,Design Planar Mach,Etcheverry 2107,W,1100,1159,etcheverry,2107
MECENG,132,LEC,Dyn System/Feedback,North Gate 105,MWF,1500,1559,northgate,105
MECENG,132,LAB,Dyn System/Feedback,Etcheverry 1171,R,1200,1259,etcheverry,1171
MECENG,132,LAB,Dyn System/Feedback,Etcheverry 1171,T,1100,1159,etcheverry,1171
MECENG,132,LAB,Dyn System/Feedback,Etcheverry 2107,R,1700,1759,etcheverry,2107
MECENG,133,LEC,Mech Vibr,Etcheverry 1165,TR,1400,1529,etcheverry,1165
MECENG,C134,LEC,Feedback Cntrl Sys,Donner Lab 155,TR,1100,1229,donnerlab,155
MECENG,C134,LAB,Feedback Cntrl Sys,Cory 125,T,1400,1659,cory,125
MECENG,C134,LAB,Feedback Cntrl Sys,Cory 125,W,1200,1459,cory,125
MECENG,C134,LAB,Feedback Cntrl Sys,Cory 125,R,800,1059,cory,125
MECENG,C134,LAB,Feedback Cntrl Sys,Cory 125,W,1700,1959,cory,125
MECENG,140,LEC,Comb Proc,Etcheverry 3108,TR,1400,1529,etcheverry,3108
MECENG,140,LAB,Comb Proc,Hesse 45,F,1100,1159,hesse,45
MECENG,140,LAB,Comb Proc,Hesse 45,F,1200,1259,hesse,45
MECENG,140,LAB,Comb Proc,Hesse 45,F,1300,1359,hesse,45
MECENG,146,LEC,Enrgy Conv Princpls,Evans 60,TR,800,929,evans,60
MECENG,163,LEC,Engr Aerodynamics,GSPP 150,MWF,1400,1459,gspp,150
MECENG,175,LEC,Intermed Dynamics,Donner Lab 155,TR,1230,1359,donnerlab,155
MECENG,175,DIS,Intermed Dynamics,Etcheverry 3111,M,1700,1759,etcheverry,3111
MECENG,175,DIS,Intermed Dynamics,Cory 289,W,1600,1659,cory,289
MECENG,C176,LEC,Orthop Biomech,Etcheverry 3108,TR,930,1059,etcheverry,3108
MECENG,C176,DIS,Orthop Biomech,Cory 285,W,900,959,cory,285
MECENG,C176,DIS,Orthop Biomech,Evans 87,M,1000,1059,evans,87
MECENG,185,LEC,Intro Continum Mech,Etcheverry 1165,MW,1530,1659,etcheverry,1165
MECENG,185,DIS,Intro Continum Mech,Etcheverry 3111,T,1700,1759,etcheverry,3111
MECENG,191K,LEC,Prof Communication,Etcheverry 3109,MWF,1000,1059,etcheverry,3109
MEDIAST,10,LEC,Intro To Mediast,Boalt 175,TR,1100,1229,boalt,175
MEDIAST,10,DIS,Intro To Mediast,Evans 75,MW,1000,1059,evans,75
MEDIAST,10,DIS,Intro To Mediast,Kroeber 238,MW,800,859,kroeber,238
MEDIAST,10,DIS,Intro To Mediast,Kroeber 115,MW,900,959,kroeber,115
MEDIAST,10,DIS,Intro To Mediast,Dwinelle 205,TR,800,859,dwinelle,205
MEDIAST,10,DIS,Intro To Mediast,Stanley 179,TR,1700,1759,stanley,179
MEDIAST,10,DIS,Intro To Mediast,Dwinelle 87,TR,1600,1659,dwinelle,87
MEDIAST,10,DIS,Intro To Mediast,Dwinelle 87,MW,1500,1559,dwinelle,87
MEDIAST,102,LEC,Effects Mass Media,Haas Faculty Wing F295,TR,930,1059,haasfacultywing,F295
MEDIAST,102,DIS,Effects Mass Media,Evans 736,MW,800,859,evans,736
MEDIAST,102,DIS,Effects Mass Media,Evans 6,MW,900,959,evans,6
MEDIAST,102,DIS,Effects Mass Media,Valley Life Sciences 2038,MW,1500,1559,valleylifesciences,2038
MEDIAST,102,DIS,Effects Mass Media,Evans 71,MW,900,959,evans,71
MEDIAST,102,DIS,Effects Mass Media,Barker 110,TR,800,859,barker,110
MEDIAST,102,DIS,Effects Mass Media,Cory 285,TR,1000,1059,cory,285
MEDIAST,102,DIS,Effects Mass Media,Dwinelle 206,TR,1300,1359,dwinelle,206
MEDIAST,102,DIS,Effects Mass Media,Sutardja Dai 254,MW,1100,1159,sutardjadai,254
MEDIAST,102,DIS,Effects Mass Media,Dwinelle 254,MW,1700,1759,dwinelle,254
MEDIAST,104D,LEC,Privacy Digital Age,Barrows 60,MW,1700,1829,barrows,60
MEDIAST,104D,DIS,Privacy Digital Age,LeConte 251,F,1700,1759,leconte,251
MEDIAST,140,LEC,Media And Politics,LeConte 2,MW,1000,1159,leconte,2
MEDIAST,165,SEM,Internet & Culture,Evans 6,W,1400,1759,evans,6
MEDIAST,190,SEM,Special Topics,Dwinelle 209,M,1400,1759,dwinelle,209
MESTU,24,SEM,Freshman Seminar: Freshman Seminar,Barrows 180,M,1400,1459,barrows,180
MESTU,102,LEC,Scope And Methods,Dwinelle 189,M,1400,1659,dwinelle,189
MESTU,150,SEM,Adv Std Middle East,Dwinelle 179,TR,1530,1659,dwinelle,179
MILAFF,1,SES,Mil Phys Fit & Nutr,Hearst Gym 237,TWF,1830,1929,hearstgym,237
MILAFF,1,SES,Mil Phys Fit & Nutr,Hearst Gym 237,TWF,1830,1929,hearstgym,237
MILAFF,145A,SEM,Ntl Security Forces,Hearst Gym 155,M,1600,1859,hearstgym,155
MILAFF,145A,SEM,Ntl Security Forces,Hearst Gym 155,M,1600,1859,hearstgym,155
MILSCI,1,LAB,Leadership Lab,Hearst Gym 242,R,1800,1959,hearstgym,242
MILSCI,2,LEC,Found Of Officershp,Hearst Gym 245,R,900,1059,hearstgym,245
MILSCI,100,LEC,Ind Ldrshp Studies,Hearst Gym 242,R,800,959,hearstgym,242
MILSCI,131,LEC,Applied Team Lead,Hearst Gym 188,F,1200,1459,hearstgym,188
MILSCI,131,LEC,Applied Team Lead,Hearst Gym 188,F,1200,1459,hearstgym,188
MILSCI,141,LEC,Leadership & Mngmnt,Hearst Gym 245,F,1200,1459,hearstgym,245
MILSCI,141,LEC,Leadership & Mngmnt,Hearst Gym 245,F,1200,1459,hearstgym,245
MONGOLN,1A,LEC,Elem Mongolian,Dwinelle 263,MTWRF,900,959,dwinelle,263
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,MWF,1000,1059,morrison,117
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,MWF,1400,1459,morrison,117
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,MWF,1500,1559,morrison,117
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,TR,1530,1659,morrison,117
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,TR,1230,1359,morrison,117
MUSIC,20A,LEC,Basic Musicianship,Morrison 117,TR,1400,1529,morrison,117
MUSIC,20B,LEC,Basic Musicianship,Morrison 117,TR,930,1059,morrison,117
MUSIC,25A,LEC,Music Theory,Morrison 124,MWF,900,959,morrison,124
MUSIC,25A,LEC,Music Theory,Morrison 135,TR,930,1059,morrison,135
MUSIC,27,LEC,Intro West Music,Hertz 320,TR,1100,1159,hertz,320
MUSIC,27,DIS,Intro West Music,Morrison 117,M,1200,1259,morrison,117
MUSIC,27,DIS,Intro West Music,Morrison 128,M,1200,1259,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 117,M,1600,1659,morrison,117
MUSIC,27,DIS,Intro West Music,Morrison 128,M,1400,1459,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,M,1500,1559,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,M,1600,1659,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,F,1000,1059,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,F,1500,1559,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,R,1400,1459,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 128,F,1100,1159,morrison,128
MUSIC,27,DIS,Intro West Music,Morrison 117,F,1200,1259,morrison,117
MUSIC,27,DIS,Intro West Music,Morrison 128,F,1400,1459,morrison,128
MUSIC,44,STD,Voice Class,Morrison 125,TR,1100,1159,morrison,125
MUSIC,44,STD,Voice Class,Morrison 125,TR,1230,1329,morrison,125
MUSIC,44,STD,Voice Class,Morrison 125,TR,1400,1459,morrison,125
MUSIC,52A,LEC,Musicianship I,Morrison 124,MWF,1100,1159,morrison,124
MUSIC,52A,LEC,Musicianship I,Morrison 135,MWF,1100,1159,morrison,135
MUSIC,52B,LEC,Musicianship Ii,Morrison 124,MWF,1000,1059,morrison,124
MUSIC,53A,LEC,Harmony I,Morrison 128,MWF,900,959,morrison,128
MUSIC,53A,LEC,Harmony I,Morrison 117,MWF,900,959,morrison,117
MUSIC,53B,LEC,Harmony Ii,Morrison 128,MWF,1300,1359,morrison,128
MUSIC,70,LEC,History Of Music I,Morrison 128,TR,1100,1229,morrison,128
MUSIC,70,DIS,History Of Music I,Morrison 128,T,1400,1459,morrison,128
MUSIC,70,DIS,History Of Music I,Morrison 128,W,1500,1559,morrison,128
MUSIC,98BC,LEC,Directed Group Stud,Morrison 117,W,1700,1759,morrison,117
MUSIC,98BC,LEC,Directed Group Stud,Morrison 124,R,1800,1859,morrison,124
MUSIC,109,LEC,Music Cognition,Morrison 124,TR,1400,1529,morrison,124
MUSIC,109M,LEC,Music Cognition,Morrison 124,TR,1400,1529,morrison,124
MUSIC,116A,LEC,Jazz Theory/Perf 1,Morrison 135,MW,1300,1429,morrison,135
MUSIC,116A,STD,Jazz Theory/Perf 1,Morrison 135,MW,1430,1459,morrison,135
MUSIC,116AM,LEC,Jazz Theory/Perf 1,Morrison 135,MW,1300,1429,morrison,135
MUSIC,128,LEC,Historical Topics,Morrison 128,TR,930,1059,morrison,128
MUSIC,144,STD,University Chorus,Hertz 320,TR,1700,1829,hertz,320
MUSIC,144,DIS,University Chorus,Morrison 124,W,1600,1659,morrison,124
MUSIC,144,DIS,University Chorus,Morrison 125,W,1600,1659,morrison,125
MUSIC,144,DIS,University Chorus,Morrison 124,W,1800,1859,morrison,124
MUSIC,144,DIS,University Chorus,Morrison 125,W,1800,1859,morrison,125
NATAMST,R1A,LEC,"Reading,Composition",Dwinelle 262,MWF,800,859,dwinelle,262
NATAMST,R1B,LEC,"Reading,Composition",Evans 39,MWF,1500,1559,evans,39
NATAMST,20A,LEC,Intro To Nas,Barrows 151,MWF,900,959,barrows,151
NATAMST,20A,DIS,Intro To Nas,Barrows 151,F,800,859,barrows,151
NATAMST,72,LEC,Nat Am 1900-Present,Barrows 151,TR,930,1059,barrows,151
NATAMST,72,DIS,Nat Am 1900-Present,Dwinelle 229,F,900,959,dwinelle,229
NATAMST,90,SEM,"Myth, Memory, Hist",Barrows 175,MWF,1100,1159,barrows,175
NATAMST,100,LEC,Native Amer Law,Dwinelle 183,M,1500,1759,dwinelle,183
NATAMST,105,LEC,Indig Issues Amer,Dwinelle 283,TR,1530,1659,dwinelle,283
NATAMST,150,SEM,Nat Am Narratives,Barrows 587,TR,1230,1359,barrows,587
NATAMST,175,LEC,Hist Nat Amer Calif,Barrows 155,M,1400,1659,barrows,155
NATAMST,178,DIS,Topics Nat Am Hist,Barrows 175,W,1800,1859,barrows,175
NATRES,24,SEM,Freshman Seminars,Foothill 4 4301,M,1700,1759,foothill4,4301
NATRES,84,SEM,Sophomore Seminar,Foothill 4 4301,M,1700,1759,foothill4,4301
NAVSCI,3,LEC,Lead Management I,Hearst Gym 245,R,1700,1959,hearstgym,245
NAVSCI,12A,LEC,Navigation Nav Op I,Hearst Gym 188,R,1700,1959,hearstgym,188
NAVSCI,12A,LAB,Navigation Nav Op I,Hearst Gym 188,R,2000,2059,hearstgym,188
NAVSCI,12A,LAB,Navigation Nav Op I,Hearst Gym 188,R,2000,2059,hearstgym,188
NESTUD,R1A,LEC,Read Comp Ne Stud,Barrows 80,MWF,1600,1659,barrows,80
NESTUD,R1A,LEC,Read Comp Ne Stud,Barrows 271,TR,1100,1229,barrows,271
NESTUD,R1A,LEC,Read Comp Ne Stud,Barrows 271,TR,1100,1229,barrows,271
NESTUD,10,LEC,Intro Near East,Moffitt Library 145,MWF,900,959,moffittlibrary,145
NESTUD,10,DIS,Intro Near East,Barrows 271,M,1300,1359,barrows,271
NESTUD,10,DIS,Intro Near East,Barrows 271,W,1200,1259,barrows,271
NESTUD,10,DIS,Intro Near East,Barrows 252,F,1200,1259,barrows,252
NESTUD,18,LEC,Intro Ancient Egypt,Birge 50,TR,1400,1529,birge,50
NESTUD,18,LEC,Intro Ancient Egypt,Barrows 271,T,1600,1659,barrows,271
NESTUD,18,SES,Intro Ancient Egypt,Barrows 271,W,1300,1359,barrows,271
NESTUD,18,SES,Intro Ancient Egypt,Barrows 271,R,1600,1659,barrows,271
NESTUD,18,SES,Intro Ancient Egypt,Barrows 271,F,1200,1259,barrows,271
NESTUD,18,SES,Intro Ancient Egypt,Barrows 271,F,1300,1359,barrows,271
NESTUD,24,SEM,Freshman Seminars,Barrows 271,M,1200,1300,barrows,271
NESTUD,C26,LEC,Intro Central Asia,Haviland 12,TR,1100,1229,haviland,12
NESTUD,144,LEC,Sufism,Moffitt Library 145,TR,1230,1359,moffittlibrary,145
NESTUD,155,LEC,1001 Nites Wrld Lit,Barrows 56,TR,1100,1229,barrows,56
NESTUD,190A,LEC,Special Topics Nes,Barrows 252,MW,1230,1359,barrows,252
NESTUD,190A,LEC,Special Topics Nes,Barrows 12,W,1400,1659,barrows,12
NESTUD,190A,LEC,Special Topics Nes,Barrows 102,MWF,1400,1459,barrows,102
NEUROSC,C129,LEC,Aging Brain,Birge 50,MW,1200,1259,birge,50
NEUROSC,C129,DIS,Aging Brain,Evans 85,M,900,959,evans,85
NEUROSC,C129,DIS,Aging Brain,Kroeber 115,T,1100,1159,kroeber,115
NEUROSC,C129,DIS,Aging Brain,Morgan 138,R,1500,1559,morgan,138
NEUROSC,C129,DIS,Aging Brain,Evans 4,F,900,959,evans,4
NORWEGN,1A,LEC,Beginning Norwegian,Dwinelle 175,MWF,900,959,dwinelle,175
NUCENG,24,SEM,Freshman Seminars: How It's Made,Etcheverry 3109,F,1200,1259,etcheverry,3109
NUCENG,101,LEC,Nuclear Reactions,Etcheverry 3107,MWF,1400,1459,etcheverry,3107
NUCENG,101,DIS,Nuclear Reactions,Etcheverry 3111,F,1500,1559,etcheverry,3111
NUCENG,120,LEC,Nucl Mater,Etcheverry 3107,MWF,900,959,etcheverry,3107
NUCENG,120,DIS,Nucl Mater,Etcheverry 3107,F,1000,1059,etcheverry,3107
NUCENG,161,LEC,Nuclear Power Eng,Etcheverry 3119,TR,930,1059,etcheverry,3119
NUCENG,161,DIS,Nuclear Power Eng,Etcheverry 3105,R,800,859,etcheverry,3105
NUCENG,180,LEC,Fusion Tech,Etcheverry 3119,TR,1530,1659,etcheverry,3119
NUSCTX,10,LEC,Intro Human Nutr,Hertz 320,TR,1400,1459,hertz,320
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,M,800,859,moffittlibrary,150D
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,M,800,859,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,M,900,959,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Dwinelle 229,M,900,959,dwinelle,229
NUSCTX,10,DIS,Intro Human Nutr,Barrows 155,M,800,859,barrows,155
NUSCTX,10,DIS,Intro Human Nutr,Cory 289,M,1000,1059,cory,289
NUSCTX,10,DIS,Intro Human Nutr,Dwinelle 223,M,1100,1159,dwinelle,223
NUSCTX,10,DIS,Intro Human Nutr,Evans 3,M,1500,1559,evans,3
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,M,1600,1659,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,M,1700,1759,moffittlibrary,150D
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,T,800,859,moffittlibrary,150D
NUSCTX,10,DIS,Intro Human Nutr,Barrows 155,T,800,859,barrows,155
NUSCTX,10,DIS,Intro Human Nutr,Dwinelle 109,T,900,959,dwinelle,109
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,T,1000,1059,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Valley Life Sciences 2030,T,1500,1559,valleylifesciences,2030
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,T,1700,1759,moffittlibrary,150D
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,W,800,859,moffittlibrary,150D
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,W,900,959,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Cory 289,W,900,959,cory,289
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 102,W,800,859,moffittlibrary,102
NUSCTX,10,DIS,Intro Human Nutr,Barrows 155,W,1600,1659,barrows,155
NUSCTX,10,DIS,Intro Human Nutr,Moffitt Library 150D,W,1700,1759,moffittlibrary,150D
